,name,url,price,rating,review,ASIN,Manufacturer,Product Description
222,"Veneer Medium 20 L Laptop Backpack Men Womens Girls Fashion PU Leather Mini Casual Backpack Bags for School, College, Tuition, Office Bag",https://www.amazon.in/Veneer-Backpack-Fashion-Leather-College/dp/B09BMG8R6Y/ref=sr_1_163?keywords=bags&qid=1685117344&sr=8-163,₹899,4.2 out of 5 stars,898,B09BMG8R6Y,THE HUTCH ENTERPRISES,"Veneer presenting new latest stylish design Polyurethane backpack bags. This bag is designed for modern fashion-conscious individuals who desire style along with functionality. This bag is crafted using unique PU fabric which is kind of an artificial leather to make it look elegant for both office and casual use. A perfect pick for daily use, this Polyester Trending Backpack can securely be used to carry mobile phone, cards, cosmetics, umbrella and other daily essential things in a safe, secure and arranged manner. This bag is also perfect for college purpose. Bag Compartments: This stylish backpack contain 1 large main zippered compartment that contain many items of daily uses, you can also use it anywhere for casual uses. This bag is simple yet quite attractive. The beautiful blue colour is eye-catchingly and can help you flaunt your distinguished nature. This bag may look small but it can offer adequate space where you can store your essentials. The easy-to-adjust shoulder straps enables extra comfort and convenience. As for its craftsmanship, it is well-crafted and comes with neat stitching. The bag is suitable for your daily wear, day trips, casual events and outings and you can carry it according to your requirement. Easy to clean dust with soft dry cloth."
223,Fur Jaden Hiking Camping Rucksack Casual 10 Ltrs Blue Casual Backpack,https://www.amazon.in/Fur-Jaden-Rucksack-Backpack-BM43_Blue/dp/B07PS38XSP/ref=sr_1_164?keywords=bags&qid=1685117344&sr=8-164,₹279,3.6 out of 5 stars,"7,780",B07PS38XSP,Fur Jaden,The product will be an excellent pick for you. It ensures an easy maintenance. With Rain Cover : No
224,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),https://www.amazon.in/DZert-Fabric-Multicolour-Spiderman-Printed/dp/B07BNS3KNX/ref=sr_1_165?keywords=bags&qid=1685117344&sr=8-165,₹239,3.8 out of 5 stars,"1,446",Rushi Enterprise,22 March 2018,DZert Provide Premium quality bags which are non-toxic and made up of soft velvet because our priority is to provide best and high-quality bags/ backpack to your kids.
225,"Nishi Medium Kids Backpack Waterproof Backpack, Girls & Women Stylish Trendy College, School & College Bag Black",https://www.amazon.in/Nishi-Backpack-Waterproof-Stylish-College/dp/B0BR9W54MW/ref=sr_1_166?keywords=bags&qid=1685117344&sr=8-166,₹369,3.3 out of 5 stars,24,AE3,B0BR9W54MW,
226,Amazon Basics 20 ltrs Casual/Travel/College Backpack for 15.6-inch Laptop | Water Resistant Fabric,https://www.amazon.in/Amazon-Basics-Casual-Backpack-15-6-inch/dp/B09W4WJ1CB/ref=sr_1_167?keywords=bags&qid=1685117344&sr=8-167,₹459,4.2 out of 5 stars,537,B09W4WJ1CB,"‎Flab internatioanl private limited, FLAB INTERNATIONAL PRIVATE LIMITED PLOT NO. 357 E, PACE CITY-2, SEC-37, GURGAON - 122001 (HARYANA) INDIA 91- 9873326777",
227,F Gear Colorado Grey Orange 39 Ltrs Laptop Backpack (3814),https://www.amazon.in/Gear-Colorado-Orange-Laptop-Backpack/dp/B097K6KD7W/ref=sr_1_168?keywords=bags&qid=1685117344&sr=8-168,₹895,4.3 out of 5 stars,158,B097K6KD7W,Uber Fashion Merchandise Pvt Ltd,F Gear presents gigantic laptop backpack blends style and functionality. It comes with substantial capacity to accommodate your laptop and several other essentials with ease. This bag does way more than just look good. It provides extra protection for all your valuable devices. The dimensions of the bag are - 34 x 22 x 52 with a capacity of 39 L. To describe it briefly here are the following points: 1. This backpack is made of polyester fabric and is treated to make it water-resistant. 2. This backpack comes with 2-main zippered compartment with an inside sleeve compatible for laptop. 3. This backpack has a front compartment with an organizer. 4. This backpack comes with one zippered front pocket & one quick access mesh zippered. 5. This backpack is equipped with thick padding with anti-sweat breathable air mesh & adjustable padded shoulder straps for extra comfort. 6. Apart from this it has world’s best Japanese brand YKK zippers and sliders. 7. This backpack has two mesh pockets on both sides. 8. Comes with the F Gear promise of quality and durability.
228,Beauty Girls-1518 Polyester Floral printed Designer Stylish Waterproof School/Collage/Picknic Bag-Backpack For Girls & Women (32 Lit),https://www.amazon.in/Girls-1518-Polyester-Designer-Waterproof-Bag-Backpack/dp/B08F9QYRZB/ref=sr_1_169?keywords=bags&qid=1685117344&sr=8-169,₹798,4.4 out of 5 stars,"1,068",B08F9QYRZB,Shri Salasar Enterprises,
229,"Palay Waist Bag For Unisex With Adjustable Strap, Waterproof Fanny Pack Stylish Chest Bag Bum Bag With 4-Zipper Pockets For Travel Party Festival Running Hiking",https://www.amazon.in/PALAY%C2%AE-Shoulder-4-Zipper-Pockets-Adjustable/dp/B08SWGFBNT/ref=sr_1_170?keywords=bags&qid=1685117344&sr=8-170,₹584,4.4 out of 5 stars,309,1,B08SWGFBNT,
230,Red Lemon Bange Hard Ironlook Briefcase Laptop Bag Anti-Theft Hard Shell Unisex Laptop Backpack with USB Charging Backpack for Men and Women,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NDgzNTc2NTUxNzUwNzEzOjE2ODUxMTczNDQ6c3BfbXRmOjIwMTE2ODc5MTczOTk4OjowOjo&url=%2FRed-Lemon-Ironlook-Briefcase-Anti-Theft%2Fdp%2FB09ZYQJHXR%2Fref%3Dsr_1_171_sspa%3Fkeywords%3Dbags%26qid%3D1685117344%26sr%3D8-171-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹4,990",4.4 out of 5 stars,80,B09ZYQJHXR,Encon Impex Pvt Ltd,
231,MOKOBARA The Transit Backpack Laptop Bag for Men and Women,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NDgzNTc2NTUxNzUwNzEzOjE2ODUxMTczNDQ6c3BfbXRmOjIwMTE1MTA0OTA3ODk4OjowOjo&url=%2FMokobara-Transit-Backpack-Laptop-Sunray%2Fdp%2FB09V7R98XC%2Fref%3Dsr_1_172_sspa%3Fkeywords%3Dbags%26qid%3D1685117344%26sr%3D8-172-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹5,999",4.5 out of 5 stars,592,B09V7R98XC,"Designed By Mokobara Lifestyle Private Limited, Bangalore.",
232,Contacts 15 inch Everyday Laptop Versatile Backpack with USB Charging Port | Multi functional Bagpack (Grey)…,https://www.amazon.in/CONTACTS-Backpack-Lighweight-Versatile-Charging/dp/B085WPWY1W/ref=sr_1_173?keywords=bags&qid=1685117344&sr=8-173,₹999,3.8 out of 5 stars,"1,097",B085WPWY1W,"‎RECREATE ENGINEERING PRODUCTS PVT LTD., 83A, CHOWRINGHEE ROAD, KOLKATA - 700020., MOB - 90739 08504, RECREATE ENGINEERING PRODUCTS PVT LTD., 83A, CHOWRINGHEE ROAD, KOLKATA - 700020., MOB - 90739 08504, EMAIL-RECREATEENGINEERING2017@GMAIL.COM",
233,Gear Bounce 27 Ltrs Water Resistant School Bag/Backpack/College Bag for Men/Women-Grey Orange,https://www.amazon.in/Gear-Bounce-Backpack-Grey-Orange-BKPBOUNCE0604/dp/B097KCLF5F/ref=sr_1_174?keywords=bags&qid=1685117344&sr=8-174,₹615,3.6 out of 5 stars,422,B097KCLF5F,Gear,"Gear bags are designed for the quick commute as well for the long journey. These backpacks can be used as laptop bags, adventure bags and so on. Your favorite travel companion, the backpacks come with enough storage space to carry all your requirements."
234,"Amazon Brand - Solimo Rain & Dust Cover for Backpack (30 Litres, Black)",https://www.amazon.in/Amazon-Brand-Solimo-Backpack-litres/dp/B07FQMN9VN/ref=sr_1_175?keywords=bags&qid=1685117344&sr=8-175,₹209,4.2 out of 5 stars,"8,472",B07FQMN9VN,Flab International Pvt. Ltd.,"Solimo Backpack cover is made from 100% waterproof material to provide all-round protection against rain. The cover is ideal for use during treks and everyday commuting, particularly in monsoon."
235,"Lunar's 35 L Laptop Office/School/Travel/Business Backpack Water Proof - Fits Up to 15.6 Inch Laptop Notebook, With Raincover, Inside Organiser and 1 Year Warranty (All)",https://www.amazon.in/Lunars-Router-Resistant-Raincover-Organiser/dp/B08YR63B9M/ref=sr_1_176?keywords=bags&qid=1685117344&sr=8-176,₹849,3.8 out of 5 stars,"1,085",B08YR63B9M,"Akshaya Rubbers, Hebbal Industrial Area, Mysore","Lunar's Laptop Travel Bag : A Spacious and durable laptop backpack for travel, casual usage, school / college / office and travel. Size: 19 inch X 13inch X 8.5 inch. Capacity: 35 liters. This travel bagpack is made of high grade water resistant polyester material that gives it strength and durable for long-term use. It carries 12 months warranty for any manufacturing defects. This “MAKE IN INDIA” Product features 2 large zippered compartments, padded laptop sleeve for upto 15.6"" laptops, internal organiser, 2 water bottle /umbrella pockets, padded handle, inbuilt raincover,3D air ventilated back panel for preventing sweat, heavy duty zippers and sliders, and adjustable straps. Ideal bag for boys, girls, men and women"
236,Skybags polyester 28 Cms Duffle Bag(SKYBAGS_DFHUS55ONG_Orange),https://www.amazon.in/SKYBAGS-Unisex-Luggage-Duffel-Bag-DFHUS55ONG/dp/B07F342RQD/ref=sr_1_177?keywords=bags&qid=1685117344&sr=8-177,"₹1,530",4.3 out of 5 stars,280,SKYBAGS_DFHUS55ONG,B07F342RQD,This Soft Travel Duffle From Skybags Is made of strong & lightweight Polyester Shells. Re-engineered lightweight spinner wheels For effortless mobility.
237,Wooum Water Resistant Material Sling Bag/One Side Bag/Shoulder Bag/Messenger Bag/Office Messenger Bag/Travel Side Bag with 14.1 Inch Laptop Compartment -,https://www.amazon.in/Wooum-Resistant-Material-Messenger-Compartment/dp/B09KV7Y3KL/ref=sr_1_178?keywords=bags&qid=1685117344&sr=8-178,₹474,4.0 out of 5 stars,261,1571,B09KV7Y3KL,Wooum Water Resistant Material Sling Bag / One Side Bag / Shoulder Bag / Messenger Bag / Office Messenger Bag / Travel Side Bag with 14.1 Inch Laptop Compartment -
238,HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (Grey & Mehdi Green),https://www.amazon.in/HEROZ-Backpack-Resistant-Computer-17-3-inch/dp/B083NBRVCJ/ref=sr_1_179?keywords=bags&qid=1685117344&sr=8-179,"₹1,599",4.2 out of 5 stars,"3,799",B083NBRVCJ,"‎A. H. Creation, A-630, Amar puri, Krishna Basti, Ram Tirath nagar. Pahar Ganj. New Deihi. 110055",
239,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Tan,https://www.amazon.in/Classic-Leather-Laptop-Backpack-LBPCLSLTH1901/dp/B07G4CYC74/ref=sr_1_180?keywords=bags&qid=1685117344&sr=8-180,₹990,4.4 out of 5 stars,"2,420",B07G4CYC74,Gear Merchandise PVT LTD,"Gear bags are designed for the quick commute as well for the long journey. these backpacks can be used as laptop bags,adventure bags and so on. Your favorite travel companion, The backpacks come with enough storage space to carry all your requirements."
240,"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NDgzNTc2NTUxNzUwNzEzOjE2ODUxMTczNDQ6c3BfYnRmOjIwMTEwMTgxNTExMTk4OjowOjo&url=%2FMOKOBARA-TSBPK12CND22001-Backpack-Modern-Love%2Fdp%2FB08T1769X9%2Fref%3Dsr_1_181_sspa%3Fkeywords%3Dbags%26qid%3D1685117344%26sr%3D8-181-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹4,499",4.3 out of 5 stars,168,Designed By Mokobara Lifestyle Private Limited,13 January 2021,
241,"MOKOBARA The Work Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NDgzNTc2NTUxNzUwNzEzOjE2ODUxMTczNDQ6c3BfYnRmOjIwMTEwMTgxNTEwOTk4OjowOjo&url=%2FMokobara-Backpack-Leather-Resistant-Laptop%2Fdp%2FB0B7X81X69%2Fref%3Dsr_1_182_sspa%3Fkeywords%3Dbags%26qid%3D1685117344%26sr%3D8-182-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹7,499",4.5 out of 5 stars,51,B0B7X81X69,Designed By Mokobara Lifestyle Private Limited,
242,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3OTcxMTE3OTgxMjA2OTQ6MTY4NTExNzM1NjpzcF9hdGZfbmV4dDoyMDE0NjU0MzA5NDQ5ODo6MDo6&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_177_sspa%3Fkeywords%3Dbags%26qid%3D1685117356%26sr%3D8-177-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,₹529,3.9 out of 5 stars,"15,936",B085MHDJ93,Amazing Bags,
243,Red Lemon Bange Hard Ironlook Briefcase Laptop Bag Anti-Theft Hard Shell Unisex Laptop Backpack with USB Charging Backpack for Men and Women,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3OTcxMTE3OTgxMjA2OTQ6MTY4NTExNzM1NjpzcF9hdGZfbmV4dDoyMDExNjg3OTE3Mzk5ODo6MDo6&url=%2FRed-Lemon-Ironlook-Briefcase-Anti-Theft%2Fdp%2FB09ZYQJHXR%2Fref%3Dsr_1_178_sspa%3Fkeywords%3Dbags%26qid%3D1685117356%26sr%3D8-178-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"₹4,990",4.4 out of 5 stars,80,B09ZYQJHXR,Encon Impex Pvt Ltd,
244,Skybags polyester 28 Cms Duffle Bag(SKYBAGS_DFHUS55ONG_Orange),https://www.amazon.in/SKYBAGS-Unisex-Luggage-Duffel-Bag-DFHUS55ONG/dp/B07F342RQD/ref=sr_1_179?keywords=bags&qid=1685117356&sr=8-179,"₹1,530",4.3 out of 5 stars,280,SKYBAGS_DFHUS55ONG,B07F342RQD,This Soft Travel Duffle From Skybags Is made of strong & lightweight Polyester Shells. Re-engineered lightweight spinner wheels For effortless mobility.
245,"Gizga Essentials Travel Toiletry Kit Bag for Men & Women, Travel Organizer Case with Handle & Hook, Premium Zipper, Multiple Pockets, Multi-Utility Pouch for Shaving Makeup Cosmetics, Light Grey",https://www.amazon.in/Gizga-Essentials-Organizer-Multi-Utility-Cosmetics/dp/B09WVRKYCJ/ref=sr_1_180?keywords=bags&qid=1685117356&sr=8-180,₹413,4.3 out of 5 stars,118,B09WVRKYCJ,‎G91,
246,"The Purple Tree Multifunction Waterproof Laptop Travel Backpack with Shoe Compartment, Shoulder Bag, 35 L Laptop Backpack with USB Charging, Flight Cabin Backpack, Antitheft Zipper Bag",https://www.amazon.in/Purple-Tree-Multifunction-Waterproof-Compartment/dp/B0BKSXQBXX/ref=sr_1_181?keywords=bags&qid=1685117356&sr=8-181,"₹2,499",3.5 out of 5 stars,21,B0BKSXQBXX,The Purple Tree,
247,Martucci Jersey 45L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,https://www.amazon.in/Martucci-Waterproof-Backpack-College-Business/dp/B0BRJTQR1K/ref=sr_1_182?keywords=bags&qid=1685117356&sr=8-182,₹809,3.7 out of 5 stars,47,B0BRJTQR1K,Martucci,
248,CAPRIFF 32 L Casual Waterproof Laptop Bag/Backpack for Men Boys & Girls For Office School College Teens & Students with Rain Cover With adjustable Strap With 2 Compartment,https://www.amazon.in/Capriff-Liters-Collage-travell-Backpack/dp/B084T7X2HX/ref=sr_1_183?keywords=bags&qid=1685117356&sr=8-183,₹499,3.8 out of 5 stars,"3,032",B084T7X2HX,14 February 2020,"Teal in color so that it does not catch dust easily || A SECRET POCKET at bottom || Designed For Comfort- back padded and padded strap for more comfort || made from heavy quality nylon and polyester || best quality zip and chain used || It is fully waterproof to protect your books laptop from rain || best quality material used to design its inside structure || a fully paddded laptop sleeve that fit to all sizes and companies of laptop like HP , Dell , Asus , Lenovo , mi etc"
249,Aristrocrat Unisex Laptop Bag Grey,https://www.amazon.in/Aristocrat-Zeal-Unisex-Grey-Laptop/dp/B0B5YHC1W5/ref=sr_1_184?keywords=bags&qid=1685117356&sr=8-184,₹799,4.4 out of 5 stars,24,B0B5YHC1W5,"VIP Industries Ltd. DGP House, 5th Floor, 88C Old Prabhadevi Road, Mumbai 400025","Stylish, Secure feature packed Laptop backpack Spacious Compartment Laptop Compatible Front Quick Access Pocket Power Bank Pocket Padded Grab Handle Shoulder strap re-enforcement"
250,"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",https://www.amazon.in/uppercase-Backpack-2300EBP1-repellent-sustainable/dp/B0B69M182Q/ref=sr_1_185?keywords=bags&qid=1685117356&sr=8-185,"₹1,600",4.1 out of 5 stars,440,B0B69M182Q,Acefour Accessories Pvt. Ltd.,
251,Half Moon 55 litres Travelling Laptop Bag/Rucksack Backpack for Luggage Travel Journey Trekking Hiking Bags for Men Women Boys and Girls with Laptop Compartment & Rain Cover,https://www.amazon.in/Half-Moon-Travelling-Rucksack-Compartment/dp/B09WDGZ32L/ref=sr_1_186?keywords=bags&qid=1685117356&sr=8-186,₹899,4.0 out of 5 stars,432,B09WDGZ32L,Half_Moon,
252,Red Lemon Unisex-adult Bange Series Rhombus Shell Design Waterproof Sling Bag with USB Charging,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3OTcxMTE3OTgxMjA2OTQ6MTY4NTExNzM1NjpzcF9tdGY6MjAxMTY4ODIxODEwOTg6OjA6Og&url=%2FRed-Lemon-Unisex-adult-Waterproof-Charging%2Fdp%2FB09VGNTDRZ%2Fref%3Dsr_1_187_sspa%3Fkeywords%3Dbags%26qid%3D1685117356%26sr%3D8-187-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹1,999",4.4 out of 5 stars,73,BG7213,B09VGNTDRZ,
253,"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3OTcxMTE3OTgxMjA2OTQ6MTY4NTExNzM1NjpzcF9tdGY6MjAxMTAxODE1MTExOTg6OjA6Og&url=%2FMOKOBARA-TSBPK12CND22001-Backpack-Modern-Love%2Fdp%2FB08T1769X9%2Fref%3Dsr_1_188_sspa%3Fkeywords%3Dbags%26qid%3D1685117356%26sr%3D8-188-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹4,499",4.3 out of 5 stars,168,Designed By Mokobara Lifestyle Private Limited,13 January 2021,
254,"Genie Flamenco Laptop Backpack for Women, 16 inches Office Bag, Sky Blue Stylish and Trendy Bag for Office and College",https://www.amazon.in/Genie-Flamenco2-Backpack-Compatible-Resistant/dp/B08YF1XJXY/ref=sr_1_189?keywords=bags&qid=1685117356&sr=8-189,₹799,4.4 out of 5 stars,"2,995",B08YF1XJXY,Safari,
255,EXOTIC hand bag for women,https://www.amazon.in/Exotic-hand-bag-women-Black/dp/B092S8632R/ref=sr_1_190?keywords=bags&qid=1685117356&sr=8-190,"₹1,333",4.1 out of 5 stars,"1,417",B092S8632R,EXOTIC COLLECTIONS,
256,HEROZ Harbour Unisex Nylon 28 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 15.6 Inch Laptop Notebook (153-ALL) (Air Force Blue),https://www.amazon.in/HEROZ-Backpack-Resistant-Notebook-Airforce/dp/B07MCRHSVP/ref=sr_1_191?keywords=bags&qid=1685117356&sr=8-191,₹841,4.1 out of 5 stars,"5,919",B07MCRHSVP,‎A. H. Creation,
257,"WILD MODA Women's Shoulder Bag, Set of 1",https://www.amazon.in/WILD-MODA-Womens-Shoulder-Turquoise/dp/B099PLT91X/ref=sr_1_192?keywords=bags&qid=1685117356&sr=8-192,₹849,4.2 out of 5 stars,"3,809",WILD MODA,14 May 2019,
258,"POLESTAR Enzo 15.6 inch 35 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack, Water Resistant and Light Weight, 1 year Warranty",https://www.amazon.in/Polestar-Liters-Polyester-Casual-Backpack/dp/B09243WY6M/ref=sr_1_193?keywords=bags&qid=1685117356&sr=8-193,₹619,4.2 out of 5 stars,"3,870",POLESTAR,9 April 2021,"This “MAKE IN INDIA” Product features 35 litres capacity ,3 large zippered compartments, 2 front vertical highlighted zip pocket at front, 2 water bottle /umbrella pockets, Top padded Handle for comfort. The RAIN COVER is placed in SIDE MESH POCKET with Velcro closure .POLESTAR “ENZO” backpack with RAIN COVER is Spacious and durable for school /college and travel. Easily accommodate 15.6 inch laptop. ENZO is made of high grade water resistant polyester material that gives it strength and durable for long-term use. Is carries 12 months warranty."
259,Cosmus Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre Dark Grey College Bag,https://www.amazon.in/Cosmus-Casual-Backpack-Charger-College/dp/B08D7DTWLF/ref=sr_1_194?keywords=bags&qid=1685117356&sr=8-194,"₹1,328",4.2 out of 5 stars,"1,390",B08D7DTWLF,"‎COSMUSBAGS PVT.LTD., COSMUSBAGS PVT.LTD.",
260,Lify Women's Retro Large Size Canvas Shoulder Bag Hobo Crossbody Handbag Casual Tote - 1 Piece,https://www.amazon.in/Lify-Womens-Shoulder-Crossbody-Handbag/dp/B09JWMW646/ref=sr_1_195?keywords=bags&qid=1685117356&sr=8-195,₹320,3.8 out of 5 stars,"1,492",HOBO-01,B09JWMW646,
261,"PAZZO Alto 40L Casual Backpack - 3 Compartment Travel Backpack, College|School Bag with 1 Year Warranty",https://www.amazon.in/PAZZO-Alto-40L-Casual-Backpack/dp/B07VT3F795/ref=sr_1_196?keywords=bags&qid=1685117356&sr=8-196,₹849,4.0 out of 5 stars,"1,737",B07VT3F795,PAZZO,
262,"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3OTcxMTE3OTgxMjA2OTQ6MTY4NTExNzM1NjpzcF9idGY6MjAwNjM3ODQ0NTgwOTg6OjA6Og&url=%2Fuppercase-Backpack-2300EBP1-repellent-sustainable%2Fdp%2FB0B68Z3X7D%2Fref%3Dsr_1_197_sspa%3Fkeywords%3Dbags%26qid%3D1685117356%26sr%3D8-197-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹1,600",4.1 out of 5 stars,440,B0B68Z3X7D,Acefour Accessories Pvt. Ltd.,
263,"Tabelito® NEXA 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook. (GREY)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3OTcxMTE3OTgxMjA2OTQ6MTY4NTExNzM1NjpzcF9idGY6MjAxNjE0NzkzOTYzOTg6OjA6Og&url=%2FTabelito-NEXA-Backpack-Business-Compartment%2Fdp%2FB0C2D3YR7T%2Fref%3Dsr_1_198_sspa%3Fkeywords%3Dbags%26qid%3D1685117356%26sr%3D8-198-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,₹399,5.0 out of 5 stars,15,B0C2D3YR7T,‎Tabelito Trade India,"Decent BACKPACK: The Tabelito Backpack / Daypack is made of HIGH QUALITY Anti Scratch Fabric with a sturdy zipper design, making it incredibly sturdy, tear-resistant, and capable of protecting your items from dust, rain, and filth. Even more robust and long-lasting are the strong buckle and zipper. LARGE CAPACITY & MULTI COMPARTMENTS & LIGHT WEIGHT: The backpack has three compartments. There is ample storage for clothes, books, a lunchbox, daily needs, and tech equipment accessories in the separate laptop compartment that fits a 15.6-inch laptop as well as a 15-inch, 14-inch, and 13-inch or Mac book. The middle compartment has enough capacity for a laptop charger, an iPad, a tablet, a smartphone, a document file, and other necessary accessories. There are two small elastic mesh side pockets for water bottles and a front compartment with zipper pockets for easy access items like a mask, wallet, metro card, and wallet. Make your goods more accessible and organised. HIGH QUALITY MATERIAL: The metal zippers on our backpack are made of high-quality, water-resistant Polyester fabric. Lightweight and strong build guarantee daily use that is safe and durable. Perfect for shopping, office work, business travel, weekend trips, and other outdoor activities. It is also the ideal backpack for teens, boys, girls, adults, and other genders."
264,Red Lemon Bange Hard Ironlook Briefcase Laptop Bag Anti-Theft Hard Shell Unisex Laptop Backpack with USB Charging Backpack for Men and Women,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MTU4MjA5OTkyNjg2NTAwOjE2ODUxMTczNjc6c3BfYXRmX25leHQ6MjAxMTY4NzkxNzM5OTg6OjA6Og&url=%2FRed-Lemon-Ironlook-Briefcase-Anti-Theft%2Fdp%2FB09ZYQJHXR%2Fref%3Dsr_1_193_sspa%3Fkeywords%3Dbags%26qid%3D1685117367%26sr%3D8-193-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"₹4,990",4.4 out of 5 stars,80,B09ZYQJHXR,Encon Impex Pvt Ltd,
265,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MTU4MjA5OTkyNjg2NTAwOjE2ODUxMTczNjc6c3BfYXRmX25leHQ6MjAwMzQzOTk5NjA0OTg6OjA6Og&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_194_sspa%3Fkeywords%3Dbags%26qid%3D1685117367%26sr%3D8-194-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,₹529,3.9 out of 5 stars,"15,936",B085MHDJ93,Amazing Bags,
266,"Storite PU Leather 14 Inch Laptop Shoulder Messenger Sling Office Business Travel Bag for Men & Women (Brown, 40cm x 29cm x 6cm)",https://www.amazon.in/Storite-Laptop-Briefcase-Messenger-Bag/dp/B08VWF41VX/ref=sr_1_195?keywords=bags&qid=1685117367&sr=8-195,"₹1,059",3.7 out of 5 stars,411,B08VWF41VX,"‎SaiTech IT Private Limited, 01 Year Warranty",
267,AmazonBasics - Casual Backpack/Office Bag/ for a 15.6-inch Laptop,https://www.amazon.in/AmazonBasics-Casual-Backpack-Office-15-6-inch/dp/B09W4VMZ79/ref=sr_1_196?keywords=bags&qid=1685117367&sr=8-196,₹699,4.2 out of 5 stars,537,B09W4VMZ79,"‎Flab internatioanl private limited, FLAB INTERNATIONAL PRIVATE LIMITED PLOT NO. 357 E, PACE CITY-2, SEC-37, GURGAON - 122001 (HARYANA) INDIA 91- 9873326777",
268,ADISA Light Weight Laptop Backpack 32 Ltrs,https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07D8ZLTT9/ref=sr_1_197?keywords=bags&qid=1685117367&sr=8-197,₹499,4.0 out of 5 stars,"5,861",B07D8ZLTT9,ADISA,
269,PLAYY BAGS Large 35 L Laptop Bag/Backpack for Men Women Boys Girls Office School College Teens & Students Navy Blue,https://www.amazon.in/PLAYY-BAGS-Backpack-College-Students/dp/B099N8JRVJ/ref=sr_1_198?keywords=bags&qid=1685117367&sr=8-198,₹599,3.4 out of 5 stars,123,C Type,B099N8JRVJ,
